#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: DDiscovery
#Serial Number: SN:210321B565AC
#Date Time: 2024-03-17 21:23:40.612.472.220
#Sample rate: 29994Hz
#Samples: 30000

Time (s),SPI MOSI,SPI MISO
-0.12255784,h00,h00
-0.1225245,h00,h00
-0.12249116,h00,h00
-0.12245782,h00,h00
-0.12242448,h00,h00
-0.12239114,h00,h00
-0.1223578,h00,h00
-0.12232446,h00,h00
-0.12229112,h00,h00
-0.12225778,h00,h00
-0.12222444,h00,h00
-0.1221911,h00,h00
-0.12215776,h00,h00
-0.12212442,h00,h00
-0.12209108,h00,h00
-0.12205774,h00,h00
-0.1220244,h00,h00
-0.12199106,h00,h00
-0.12195772,h00,h00
-0.12192438,h00,h00
-0.12189104,h00,h00
-0.1218577,h00,h00
-0.12182436,h00,h00
-0.12179102,h00,h00
-0.12175768,h00,h00
-0.12172434,h00,h00
-0.121691,h00,h00
-0.12165766,h00,h00
-0.12162432,h00,h00
-0.12159098,h00,h00
-0.12155764,h00,h00
-0.1215243,h00,h00
-0.12149096,h00,h00
-0.12145762,h00,h00
-0.12142428,h00,h00
-0.12139094,h00,h00
-0.1213576,h00,h00
-0.12132426,h00,h00
-0.12129092,h00,h00
-0.12125758,h00,h00
-0.12122424,h00,h00
-0.1211909,h00,h00
-0.12115756,h00,h00
-0.12112422,h00,h00
-0.12109088,h00,h00
-0.12105754,h00,h00
-0.1210242,h00,h00
-0.12099086,h00,h00
-0.12095752,h00,h00
-0.12092418,h00,h00
-0.12089084,h00,h00
-0.1208575,h00,h00
-0.12082416,h00,h00
-0.12079082,h00,h00
-0.12075748,h00,h00
-0.12072414,h00,h00
-0.1206908,h00,h00
-0.12065746,h00,h00
-0.12062412,h00,h00
-0.12059078,h00,h00
-0.12055744,h00,h00
-0.1205241,h00,h00
-0.12049076,h00,h00
-0.12045742,h00,h00
-0.12042408,h00,h00
-0.12039074,h00,h00
-0.1203574,h00,h00
-0.12032406,h00,h00
-0.12029072,h00,h00
-0.12025738,h00,h00
-0.12022404,h00,h00
-0.1201907,h00,h00
-0.12015736,h00,h00
-0.12012402,h00,h00
-0.12009068,h00,h00
-0.12005734,h00,h00
-0.120024,h00,h00
-0.11999066,h00,h00
-0.11995732,h00,h00
-0.11992398,h00,h00
-0.11989064,h00,h00
-0.1198573,h00,h00
-0.11982396,h00,h00
-0.11979062,h00,h00
-0.11975728,h00,h00
-0.11972394,h00,h00
-0.1196906,h00,h00
-0.11965726,h00,h00
-0.11962392,h00,h00
-0.11959058,h00,h00
-0.11955724,h00,h00
-0.1195239,h00,h00
-0.11949056,h00,h00
-0.11945722,h00,h00
-0.11942388,h00,h00
-0.11939054,h00,h00
-0.1193572,h00,h00
-0.11932386,h00,h00
-0.11929052,h00,h00
-0.11925718,h00,h00
-0.11922384,h00,h00
-0.1191905,h00,h00
-0.11915716,h00,h00
-0.11912382,h00,h00
-0.11909048,h00,h00
-0.11905714,h00,h00
-0.1190238,h00,h00
-0.11899046,h00,h00
-0.11895712,h00,h00
-0.11892378,h00,h00
-0.11889044,h00,h00
-0.1188571,h00,h00
-0.11882376,h00,h00
-0.11879042,h00,h00
-0.11875708,h00,h00
-0.11872374,h00,h00
-0.1186904,h00,h00
-0.11865706,h00,h00
-0.11862372,h00,h00
-0.11859038,h00,h00
-0.11855704,h00,h00
-0.1185237,h00,h00
-0.11849036,h00,h00
-0.11845702,h00,h00
-0.11842368,h00,h00
-0.11839034,h00,h00
-0.118357,h00,h00
-0.11832366,h00,h00
-0.11829032,h00,h00
-0.11825698,h00,h00
-0.11822364,h00,h00
-0.1181903,h00,h00
-0.11815696,h00,h00
-0.11812362,h00,h00
-0.11809028,h00,h00
-0.11805694,h00,h00
-0.1180236,h00,h00
-0.11799026,h00,h00
-0.11795692,h00,h00
-0.11792358,h00,h00
-0.11789024,h00,h00
-0.1178569,h00,h00
-0.11782356,h00,h00
-0.11779022,h00,h00
-0.11775688,h00,h00
-0.11772354,h00,h00
-0.1176902,h00,h00
-0.11765686,h00,h00
-0.11762352,h00,h00
-0.11759018,h00,h00
-0.11755684,h00,h00
-0.1175235,h00,h00
-0.11749016,h00,h00
-0.11745682,h00,h00
-0.11742348,h00,h00
-0.11739014,h00,h00
-0.1173568,h00,h00
-0.11732346,h00,h00
-0.11729012,h00,h00
-0.11725678,h00,h00
-0.11722344,h00,h00
-0.1171901,h00,h00
-0.11715676,h00,h00
-0.11712342,h00,h00
-0.11709008,h00,h00
-0.11705674,h00,h00
-0.1170234,h00,h00
-0.11699006,h00,h00
-0.11695672,h00,h00
-0.11692338,h00,h00
-0.11689004,h00,h00
-0.1168567,h00,h00
-0.11682336,h00,h00
-0.11679002,h00,h00
-0.11675668,h00,h00
-0.11672334,h00,h00
-0.11669,h00,h00
-0.11665666,h00,h00
-0.11662332,h00,h00
-0.11658998,h00,h00
-0.11655664,h00,h00
-0.1165233,h00,h00
-0.11648996,h00,h00
-0.11645662,h00,h00
-0.11642328,h00,h00
-0.11638994,h00,h00
-0.1163566,h00,h00
-0.11632326,h00,h00
-0.11628992,h00,h00
-0.11625658,h00,h00
-0.11622324,h00,h00
-0.1161899,h00,h00
-0.11615656,h00,h00
-0.11612322,h00,h00
-0.11608988,h00,h00
-0.11605654,h00,h00
-0.1160232,h00,h00
-0.11598986,h00,h00
-0.11595652,h00,h00
-0.11592318,h00,h00
-0.11588984,h00,h00
-0.1158565,h00,h00
-0.11582316,h00,h00
-0.11578982,h00,h00
-0.11575648,h00,h00
-0.11572314,h00,h00
-0.1156898,h00,h00
-0.11565646,h00,h00
-0.11562312,h00,h00
-0.11558978,h00,h00
-0.11555644,h00,h00
-0.1155231,h00,h00
-0.11548976,h00,h00
-0.11545642,h00,h00
-0.11542308,h00,h00
-0.11538974,h00,h00
-0.1153564,h00,h00
-0.11532306,h00,h00
-0.11528972,h00,h00
-0.11525638,h00,h00
-0.11522304,h00,h00
-0.1151897,h00,h00
-0.11515636,h00,h00
-0.11512302,h00,h00
-0.11508968,h00,h00
-0.11505634,h00,h00
-0.115023,h00,h00
-0.11498966,h00,h00
-0.11495632,h00,h00
-0.11492298,h00,h00
-0.11488964,h00,h00
-0.1148563,h00,h00
-0.11482296,h00,h00
-0.11478962,h00,h00
-0.11475628,h00,h00
-0.11472294,h00,h00
-0.1146896,h00,h00
-0.11465626,h00,h00
-0.11462292,h00,h00
-0.11458958,h00,h00
-0.11455624,h00,h00
-0.1145229,h00,h00
-0.11448956,h00,h00
-0.11445622,h00,h00
-0.11442288,h00,h00
-0.11438954,h00,h00
-0.1143562,h00,h00
-0.11432286,h00,h00
-0.11428952,h00,h00
-0.11425618,h00,h00
-0.11422284,h00,h00
-0.1141895,h00,h00
-0.11415616,h00,h00
-0.11412282,h00,h00
-0.11408948,h00,h00
-0.11405614,h00,h00
-0.1140228,h00,h00
-0.11398946,h00,h00
-0.11395612,h00,h00
-0.11392278,h00,h00
-0.11388944,h00,h00
-0.1138561,h00,h00
-0.11382276,h00,h00
-0.11378942,h00,h00
-0.11375608,h00,h00
-0.11372274,h00,h00
-0.1136894,h00,h00
-0.11365606,h00,h00
-0.11362272,h00,h00
-0.11358938,h00,h00
-0.11355604,h00,h00
-0.1135227,h00,h00
-0.11348936,h00,h00
-0.11345602,h00,h00
-0.11342268,h00,h00
-0.11338934,h00,h00
-0.113356,h00,h00
-0.11332266,h00,h00
-0.11328932,h00,h00
-0.11325598,h00,h00
-0.11322264,h00,h00
-0.1131893,h00,h00
-0.11315596,h00,h00
-0.11312262,h00,h00
-0.11308928,h00,h00
-0.11305594,h00,h00
-0.1130226,h00,h00
-0.11298926,h00,h00
-0.11295592,h00,h00
-0.11292258,h00,h00
-0.11288924,h00,h00
-0.1128559,h00,h00
-0.11282256,h00,h00
-0.11278922,h00,h00
-0.11275588,h00,h00
-0.11272254,h00,h00
-0.1126892,h00,h00
-0.11265586,h00,h00
-0.11262252,h00,h00
-0.11258918,h00,h00
-0.11255584,h00,h00
-0.1125225,h00,h00
-0.11248916,h00,h00
-0.11245582,h00,h00
-0.11242248,h00,h00
-0.11238914,h00,h00
-0.1123558,h00,h00
-0.11232246,h00,h00
-0.11228912,h00,h00
-0.11225578,h00,h00
-0.11222244,h00,h00
-0.1121891,h00,h00
-0.11215576,h00,h00
-0.11212242,h00,h00
-0.11208908,h00,h00
-0.11205574,h00,h00
-0.1120224,h00,h00
-0.11198906,h00,h00
-0.11195572,h00,h00
-0.11192238,h00,h00
-0.11188904,h00,h00
-0.1118557,h00,h00
-0.11182236,h00,h00
-0.11178902,h00,h00
-0.11175568,h00,h00
-0.11172234,h00,h00
-0.111689,h00,h00
-0.11165566,h00,h00
-0.11162232,h00,h00
-0.11158898,h00,h00
-0.11155564,h00,h00
-0.1115223,h00,h00
-0.11148896,h00,h00
-0.11145562,h00,h00
-0.11142228,h00,h00
-0.11138894,h00,h00
-0.1113556,h00,h00
-0.11132226,h00,h00
-0.11128892,h00,h00
-0.11125558,h00,h00
-0.11122224,h00,h00
-0.1111889,h00,h00
-0.11115556,h00,h00
-0.11112222,h00,h00
-0.11108888,h00,h00
-0.11105554,h00,h00
-0.1110222,h00,h00
-0.11098886,h00,h00
-0.11095552,h00,h00
-0.11092218,h00,h00
-0.11088884,h00,h00
-0.1108555,h00,h00
-0.11082216,h00,h00
-0.11078882,h00,h00
-0.11075548,h00,h00
-0.11072214,h00,h00
-0.1106888,h00,h00
-0.11065546,h00,h00
-0.11062212,h00,h00
-0.11058878,h00,h00
-0.11055544,h00,h00
-0.1105221,h00,h00
-0.11048876,h00,h00
-0.11045542,h00,h00
-0.11042208,h00,h00
-0.11038874,h00,h00
-0.1103554,h00,h00
-0.11032206,h00,h00
-0.11028872,h00,h00
-0.11025538,h00,h00
-0.11022204,h00,h00
-0.1101887,h00,h00
-0.11015536,h00,h00
-0.11012202,h00,h00
-0.11008868,h00,h00
-0.11005534,h00,h00
-0.110022,h00,h00
-0.10998866,h00,h00
-0.10995532,h00,h00
-0.10992198,h00,h00
-0.10988864,h00,h00
-0.1098553,h00,h00
-0.10982196,h00,h00
-0.10978862,h00,h00
-0.10975528,h00,h00
-0.10972194,h00,h00
-0.1096886,h00,h00
-0.10965526,h00,h00
-0.10962192,h00,h00
-0.10958858,h00,h00
-0.10955524,h00,h00
-0.1095219,h00,h00
-0.10948856,h00,h00
-0.10945522,h00,h00
-0.10942188,h00,h00
-0.10938854,h00,h00
-0.1093552,h00,h00
-0.10932186,h00,h00
-0.10928852,h00,h00
-0.10925518,h00,h00
-0.10922184,h00,h00
-0.1091885,h00,h00
-0.10915516,h00,h00
-0.10912182,h00,h00
-0.10908848,h00,h00
-0.10905514,h00,h00
-0.1090218,h00,h00
-0.10898846,h00,h00
-0.10895512,h00,h00
-0.10892178,h00,h00
-0.10888844,h00,h00
-0.1088551,h00,h00
-0.10882176,h00,h00
-0.10878842,h00,h00
-0.10875508,h00,h00
-0.10872174,h00,h00
-0.1086884,h00,h00
-0.10865506,h00,h00
-0.10862172,h00,h00
-0.10858838,h00,h00
-0.10855504,h00,h00
-0.1085217,h00,h00
-0.10848836,h00,h00
-0.10845502,h00,h00
-0.10842168,h00,h00
-0.10838834,h00,h00
-0.108355,h00,h00
-0.10832166,h00,h00
-0.10828832,h00,h00
-0.10825498,h00,h00
-0.10822164,h00,h00
-0.1081883,h00,h00
-0.10815496,h00,h00
-0.10812162,h00,h00
-0.10808828,h00,h00
-0.10805494,h00,h00
-0.1080216,h00,h00
-0.10798826,h00,h00
-0.10795492,h00,h00
-0.10792158,h00,h00
-0.10788824,h00,h00
-0.1078549,h00,h00
-0.10782156,h00,h00
-0.10778822,h00,h00
-0.10775488,h00,h00
-0.10772154,h00,h00
-0.1076882,h00,h00
-0.10765486,h00,h00
-0.10762152,h00,h00
-0.10758818,h00,h00
-0.10755484,h00,h00
-0.1075215,h00,h00
-0.10748816,h00,h00
-0.10745482,h00,h00
-0.10742148,h00,h00
-0.10738814,h00,h00
-0.1073548,h00,h00
-0.10732146,h00,h00
-0.10728812,h00,h00
-0.10725478,h00,h00
-0.10722144,h00,h00
-0.1071881,h00,h00
-0.10715476,h00,h00
-0.10712142,h00,h00
-0.10708808,h00,h00
-0.10705474,h00,h00
-0.1070214,h00,h00
-0.10698806,h00,h00
-0.10695472,h00,h00
-0.10692138,h00,h00
-0.10688804,h00,h00
-0.1068547,h00,h00
-0.10682136,h00,h00
-0.10678802,h00,h00
-0.10675468,h00,h00
-0.10672134,h00,h00
-0.106688,h00,h00
-0.10665466,h00,h00
-0.10662132,h00,h00
-0.10658798,h00,h00
-0.10655464,h00,h00
-0.1065213,h00,h00
-0.10648796,h00,h00
-0.10645462,h00,h00
-0.10642128,h00,h00
-0.10638794,h00,h00
-0.1063546,h00,h00
-0.10632126,h00,h00
-0.10628792,h00,h00
-0.10625458,h00,h00
-0.10622124,h00,h00
-0.1061879,h00,h00
-0.10615456,h00,h00
-0.10612122,h00,h00
-0.10608788,h00,h00
-0.10605454,h00,h00
-0.1060212,h00,h00
-0.10598786,h00,h00
-0.10595452,h00,h00
-0.10592118,h00,h00
-0.10588784,h00,h00
-0.1058545,h00,h00
-0.10582116,h00,h00
-0.10578782,h00,h00
-0.10575448,h00,h00
-0.10572114,h00,h00
-0.1056878,h00,h00
-0.10565446,h00,h00
-0.10562112,h00,h00
-0.10558778,h00,h00
-0.10555444,h00,h00
-0.1055211,h00,h00
-0.10548776,h00,h00
-0.10545442,h00,h00
-0.10542108,h00,h00
-0.10538774,h00,h00
-0.1053544,h00,h00
-0.10532106,h00,h00
-0.10528772,h00,h00
-0.10525438,h00,h00
-0.10522104,h00,h00
-0.1051877,h00,h00
-0.10515436,h00,h00
-0.10512102,h00,h00
-0.10508768,h00,h00
-0.10505434,h00,h00
-0.105021,h00,h00
-0.10498766,h00,h00
-0.10495432,h00,h00
-0.10492098,h00,h00
-0.10488764,h00,h00
-0.1048543,h00,h00
-0.10482096,h00,h00
-0.10478762,h00,h00
-0.10475428,h00,h00
-0.10472094,h00,h00
-0.1046876,h00,h00
-0.10465426,h00,h00
-0.10462092,h00,h00
-0.10458758,h00,h00
-0.10455424,h00,h00
-0.1045209,h00,h00
-0.10448756,h00,h00
-0.10445422,h00,h00
-0.10442088,h00,h00
-0.10438754,h00,h00
-0.1043542,h00,h00
-0.10432086,h00,h00
-0.10428752,h00,h00
-0.10425418,h00,h00
-0.10422084,h00,h00
-0.1041875,h00,h00
-0.10415416,h00,h00
-0.10412082,h00,h00
-0.10408748,h00,h00
-0.10405414,h00,h00
-0.1040208,h00,h00
-0.10398746,h00,h00
-0.10395412,h00,h00
-0.10392078,h00,h00
-0.10388744,h00,h00
-0.1038541,h00,h00
-0.10382076,h00,h00
-0.10378742,h00,h00
-0.10375408,h00,h00
-0.10372074,h00,h00
-0.1036874,h00,h00
-0.10365406,h00,h00
-0.10362072,h00,h00
-0.10358738,h00,h00
-0.10355404,h00,h00
-0.1035207,h00,h00
-0.10348736,h00,h00
-0.10345402,h00,h00
-0.10342068,h00,h00
-0.10338734,h00,h00
-0.103354,h00,h00
-0.10332066,h00,h00
-0.10328732,h00,h00
-0.10325398,h00,h00
-0.10322064,h00,h00
-0.1031873,h00,h00
-0.10315396,h00,h00
-0.10312062,h00,h00
-0.10308728,h00,h00
-0.10305394,h00,h00
-0.1030206,h00,h00
-0.10298726,h00,h00
-0.10295392,h00,h00
-0.10292058,h00,h00
-0.10288724,h00,h00
-0.1028539,h00,h00
-0.10282056,h00,h00
-0.10278722,h00,h00
-0.10275388,h00,h00
-0.10272054,h00,h00
-0.1026872,h00,h00
-0.10265386,h00,h00
-0.10262052,h00,h00
-0.10258718,h00,h00
-0.10255384,h00,h00
-0.1025205,h00,h00
-0.10248716,h00,h00
-0.10245382,h00,h00
-0.10242048,h00,h00
-0.10238714,h00,h00
-0.1023538,h00,h00
-0.10232046,h00,h00
-0.10228712,h00,h00
-0.10225378,h00,h00
-0.10222044,h00,h00
-0.1021871,h00,h00
-0.10215376,h00,h00
-0.10212042,h00,h00
-0.10208708,h00,h00
-0.10205374,h00,h00
-0.1020204,h00,h00
-0.10198706,h00,h00
-0.10195372,h00,h00
-0.10192038,h00,h00
-0.10188704,h00,h00
-0.1018537,h00,h00
-0.10182036,h00,h00
-0.10178702,h00,h00
-0.10175368,h00,h00
-0.10172034,h00,h00
-0.101687,h00,h00
-0.10165366,h00,h00
-0.10162032,h00,h00
-0.10158698,h00,h00
-0.10155364,h00,h00
-0.1015203,h00,h00
-0.10148696,h00,h00
-0.10145362,h00,h00
-0.10142028,h00,h00
-0.10138694,h00,h00
-0.1013536,h00,h00
-0.10132026,h00,h00
-0.10128692,h00,h00
-0.10125358,h00,h00
-0.10122024,h00,h00
-0.1011869,h00,h00
-0.10115356,h00,h00
-0.10112022,h00,h00
-0.10108688,h00,h00
-0.10105354,h00,h00
-0.1010202,h00,h00
-0.10098686,h00,h00
-0.10095352,h00,h00
-0.10092018,h00,h00
-0.10088684,h00,h00
-0.1008535,h00,h00
-0.10082016,h00,h00
-0.10078682,h00,h00
-0.10075348,h00,h00
-0.10072014,h00,h00
-0.1006868,h00,h00
-0.10065346,h00,h00
-0.10062012,h00,h00
-0.10058678,h00,h00
-0.10055344,h00,h00
-0.1005201,h00,h00
-0.10048676,h00,h00
-0.10045342,h00,h00
-0.10042008,h00,h00
-0.10038674,h00,h00
-0.1003534,h00,h00
-0.10032006,h00,h00
-0.10028672,h00,h00
-0.10025338,h00,h00
-0.10022004,h00,h00
-0.1001867,h00,h00
-0.10015336,h00,h00
-0.10012002,h00,h00
-0.10008668,h00,h00
-0.10005334,h00,h00
-0.10002,h00,h00
-0.09998665999999999,h00,h00
-0.09995332,h00,h00
-0.09991997999999999,h00,h00
-0.09988664,h00,h00
-0.09985329999999999,h00,h00
-0.09981996,h00,h00
-0.09978661999999999,h00,h00
-0.09975328,h00,h00
-0.09971993999999999,h00,h00
-0.0996866,h00,h00
-0.09965325999999999,h00,h00
-0.09961992,h00,h00
-0.09958657999999999,h00,h00
-0.09955324,h00,h00
-0.09951989999999999,h00,h00
-0.09948656,h00,h00
-0.09945321999999999,h00,h00
-0.09941988,h00,h00
-0.09938654,h00,h00
-0.0993532,h00,h00
-0.09931986,h00,h00
-0.09928652,h00,h00
-0.09925318,h00,h00
-0.09921984,h00,h00
-0.0991865,h00,h00
-0.09915316,h00,h00
-0.09911982,h00,h00
-0.09908648,h00,h00
-0.09905314,h00,h00
-0.09901979999999999,h00,h00
-0.09898646,h00,h00
-0.09895311999999999,h00,h00
-0.09891978,h00,h00
-0.09888643999999999,h00,h00
-0.0988531,h00,h00
-0.09881975999999999,h00,h00
-0.09878642,h00,h00
-0.09875307999999999,h00,h00
-0.09871974,h00,h00
-0.09868639999999999,h00,h00
-0.09865306,h00,h00
-0.09861971999999999,h00,h00
-0.09858638,h00,h00
-0.09855303999999999,h00,h00
-0.0985197,h00,h00
-0.09848636,h00,h00
-0.09845302,h00,h00
-0.09841968,h00,h00
-0.09838634,h00,h00
-0.098353,h00,h00
-0.09831966,h00,h00
-0.09828632,h00,h00
-0.09825298,h00,h00
-0.09821964,h00,h00
-0.0981863,h00,h00
-0.09815296,h00,h00
-0.09811962,h00,h00
-0.09808628,h00,h00
-0.09805293999999999,h00,h00
-0.0980196,h00,h00
-0.09798625999999999,h00,h00
-0.09795292,h00,h00
-0.09791957999999999,h00,h00
-0.09788624,h00,h00
-0.09785289999999999,h00,h00
-0.09781956,h00,h00
-0.09778621999999999,h00,h00
-0.09775288,h00,h00
-0.09771953999999999,h00,h00
-0.0976862,h00,h00
-0.09765285999999999,h00,h00
-0.09761952,h00,h00
-0.09758617999999999,h00,h00
-0.09755284,h00,h00
-0.0975195,h00,h00
-0.09748616,h00,h00
-0.09745282,h00,h00
-0.09741948,h00,h00
-0.09738614,h00,h00
-0.0973528,h00,h00
-0.09731946,h00,h00
-0.09728612,h00,h00
-0.09725278,h00,h00
-0.09721944,h00,h00
-0.0971861,h00,h00
-0.09715276,h00,h00
-0.09711942,h00,h00
-0.09708607999999999,h00,h00
-0.09705274,h00,h00
-0.09701939999999999,h00,h00
-0.09698606,h00,h00
-0.09695271999999999,h00,h00
-0.09691938,h00,h00
-0.09688603999999999,h00,h00
-0.0968527,h00,h00
-0.09681935999999999,h00,h00
-0.09678602,h00,h00
-0.09675267999999999,h00,h00
-0.09671934,h00,h00
-0.09668599999999999,h00,h00
-0.09665266,h00,h00
-0.09661931999999999,h00,h00
-0.09658598,h00,h00
-0.09655264,h00,h00
-0.0965193,h00,h00
-0.09648596,h00,h00
-0.09645262,h00,h00
-0.09641928,h00,h00
-0.09638594,h00,h00
-0.0963526,h00,h00
-0.09631926,h00,h00
-0.09628592,h00,h00
-0.09625258,h00,h00
-0.09621924,h00,h00
-0.0961859,h00,h00
-0.09615256,h00,h00
-0.09611921999999999,h00,h00
-0.09608588,h00,h00
-0.09605253999999999,h00,h00
-0.0960192,h00,h00
-0.09598585999999999,h00,h00
-0.09595252,h00,h00
-0.09591917999999999,h00,h00
-0.09588584,h00,h00
-0.09585249999999999,h00,h00
-0.09581916,h00,h00
-0.09578581999999999,h00,h00
-0.09575248,h00,h00
-0.09571913999999999,h00,h00
-0.0956858,h00,h00
-0.09565245999999999,h00,h00
-0.09561912,h00,h00
-0.09558578,h00,h00
-0.09555244,h00,h00
-0.0955191,h00,h00
-0.09548576,h00,h00
-0.09545242,h00,h00
-0.09541908,h00,h00
-0.09538574,h00,h00
-0.0953524,h00,h00
-0.09531906,h00,h00
-0.09528572,h00,h00
-0.09525238,h00,h00
-0.09521904,h00,h00
-0.0951857,h00,h00
-0.09515235999999999,h00,h00
-0.09511902,h00,h00
-0.09508567999999999,h00,h00
-0.09505234,h00,h00
-0.09501899999999999,h00,h00
-0.09498566,h00,h00
-0.09495231999999999,h00,h00
-0.09491898,h00,h00
-0.09488563999999999,h00,h00
-0.0948523,h00,h00
-0.09481895999999999,h00,h00
-0.09478562,h00,h00
-0.09475227999999999,h00,h00
-0.09471894,h00,h00
-0.09468559999999999,h00,h00
-0.09465226,h00,h00
-0.09461892,h00,h00
-0.09458558,h00,h00
-0.09455224,h00,h00
-0.0945189,h00,h00
-0.09448556,h00,h00
-0.09445222,h00,h00
-0.09441888,h00,h00
-0.09438554,h00,h00
-0.0943522,h00,h00
-0.09431886,h00,h00
-0.09428552,h00,h00
-0.09425218,h00,h00
-0.09421884,h00,h00
-0.09418549999999999,h00,h00
-0.09415216,h00,h00
-0.09411881999999999,h00,h00
-0.09408548,h00,h00
-0.09405213999999999,h00,h00
-0.0940188,h00,h00
-0.09398545999999999,h00,h00
-0.09395212,h00,h00
-0.09391877999999999,h00,h00
-0.09388544,h00,h00
-0.09385209999999999,h00,h00
-0.09381876,h00,h00
-0.09378541999999999,h00,h00
-0.09375208,h00,h00
-0.09371873999999999,h00,h00
-0.0936854,h00,h00
-0.09365206,h00,h00
-0.09361872,h00,h00
-0.09358538,h00,h00
-0.09355204,h00,h00
-0.0935187,h00,h00
-0.09348536,h00,h00
-0.09345202,h00,h00
-0.09341868,h00,h00
-0.09338534,h00,h00
-0.093352,h00,h00
-0.09331866,h00,h00
-0.09328532,h00,h00
-0.09325198,h00,h00
-0.09321863999999999,h00,h00
-0.0931853,h00,h00
-0.09315195999999999,h00,h00
-0.09311862,h00,h00
-0.09308527999999999,h00,h00
-0.09305194,h00,h00
-0.09301859999999999,h00,h00
-0.09298526,h00,h00
-0.09295191999999999,h00,h00
-0.09291858,h00,h00
-0.09288523999999999,h00,h00
-0.0928519,h00,h00
-0.09281855999999999,h00,h00
-0.09278522,h00,h00
-0.09275187999999999,h00,h00
-0.09271854,h00,h00
-0.0926852,h00,h00
-0.09265186,h00,h00
-0.09261852,h00,h00
-0.09258518,h00,h00
-0.09255184,h00,h00
-0.0925185,h00,h00
-0.09248516,h00,h00
-0.09245182,h00,h00
-0.09241848,h00,h00
-0.09238514,h00,h00
-0.0923518,h00,h00
-0.09231846,h00,h00
-0.09228512,h00,h00
-0.09225177999999999,h00,h00
-0.09221844,h00,h00
-0.09218509999999999,h00,h00
-0.09215176,h00,h00
-0.09211841999999999,h00,h00
-0.09208508,h00,h00
-0.09205173999999999,h00,h00
-0.0920184,h00,h00
-0.09198505999999999,h00,h00
-0.09195172,h00,h00
-0.09191837999999999,h00,h00
-0.09188504,h00,h00
-0.09185169999999999,h00,h00
-0.09181836,h00,h00
-0.09178501999999999,h00,h00
-0.09175168,h00,h00
-0.09171834,h00,h00
-0.091685,h00,h00
-0.09165166,h00,h00
-0.09161832,h00,h00
-0.09158498,h00,h00
-0.09155164,h00,h00
-0.0915183,h00,h00
-0.09148496,h00,h00
-0.09145162,h00,h00
-0.09141828,h00,h00
-0.09138494,h00,h00
-0.09135159999999999,h00,h00
-0.09131826,h00,h00
-0.09128491999999999,h00,h00
-0.09125158,h00,h00
-0.09121823999999999,h00,h00
-0.0911849,h00,h00
-0.09115155999999999,h00,h00
-0.09111822,h00,h00
-0.09108487999999999,h00,h00
-0.09105154,h00,h00
-0.09101819999999999,h00,h00
-0.09098486,h00,h00
-0.09095151999999999,h00,h00
-0.09091818,h00,h00
-0.09088483999999999,h00,h00
-0.0908515,h00,h00
-0.09081816,h00,h00
-0.09078482,h00,h00
-0.09075148,h00,h00
-0.09071814,h00,h00
-0.0906848,h00,h00
-0.09065146,h00,h00
-0.09061812,h00,h00
-0.09058478,h00,h00
-0.09055144,h00,h00
-0.0905181,h00,h00
-0.09048476,h00,h00
-0.09045142,h00,h00
-0.09041808,h00,h00
-0.09038473999999999,h00,h00
-0.0903514,h00,h00
-0.09031805999999999,h00,h00
-0.09028472,h00,h00
-0.09025137999999999,h00,h00
-0.09021804,h00,h00
-0.09018469999999999,h00,h00
-0.09015136,h00,h00
-0.09011801999999999,h00,h00
-0.09008468,h00,h00
-0.09005133999999999,h00,h00
-0.090018,h00,h00
-0.08998465999999999,h00,h00
-0.08995132,h00,h00
-0.08991797999999999,h00,h00
-0.08988464,h00,h00
-0.0898513,h00,h00
-0.08981796,h00,h00
-0.08978462,h00,h00
-0.08975128,h00,h00
-0.08971794,h00,h00
-0.0896846,h00,h00
-0.08965126,h00,h00
-0.08961792,h00,h00
-0.08958458,h00,h00
-0.08955124,h00,h00
-0.0895179,h00,h00
-0.08948456,h00,h00
-0.08945122,h00,h00
-0.08941787999999999,h00,h00
-0.08938454,h00,h00
-0.08935119999999999,h00,h00
-0.08931786,h00,h00
-0.08928451999999999,h00,h00
-0.08925118,h00,h00
-0.08921783999999999,h00,h00
-0.0891845,h00,h00
-0.08915115999999999,h00,h00
-0.08911782,h00,h00
-0.08908447999999999,h00,h00
-0.08905114,h00,h00
-0.08901779999999999,h00,h00
-0.08898446,h00,h00
-0.08895111999999999,h00,h00
-0.08891778,h00,h00
-0.08888444,h00,h00
-0.0888511,h00,h00
-0.08881776,h00,h00
-0.08878442,h00,h00
-0.08875108,h00,h00
-0.08871774,h00,h00
-0.0886844,h00,h00
-0.08865106,h00,h00
-0.08861772,h00,h00
-0.08858438,h00,h00
-0.08855104,h00,h00
-0.0885177,h00,h00
-0.08848436,h00,h00
-0.08845101999999999,h00,h00
-0.08841768,h00,h00
-0.08838433999999999,h00,h00
-0.088351,h00,h00
-0.08831765999999999,h00,h00
-0.08828432,h00,h00
-0.08825097999999999,h00,h00
-0.08821764,h00,h00
-0.08818429999999999,h00,h00
-0.08815096,h00,h00
-0.08811761999999999,h00,h00
-0.08808428,h00,h00
-0.08805093999999999,h00,h00
-0.0880176,h00,h00
-0.08798425999999999,h00,h00
-0.08795092,h00,h00
-0.08791758,h00,h00
-0.08788424,h00,h00
-0.0878509,h00,h00
-0.08781756,h00,h00
-0.08778422,h00,h00
