#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: DDiscovery
#Serial Number: SN:210321B565AC
#Date Time: 2024-03-17 21:23:40.612.472.220
#Sample rate: 29994Hz
#Samples: 30000

Time (s),SPI MOSI,SPI MISO
0.488431,X,X
0.48846434,X,X
0.48849768,X,X
0.48853102,X,X
0.48856436,X,X
0.4885977,X,X
0.48863104,X,X
0.48866438,X,X
0.48869772,X,X
0.48873106,X,X
0.4887644,X,X
0.48879774,X,X
0.48883108,X,X
0.48886442,X,X
0.48889776,X,X
0.4889311,X,X
0.48896444,X,X
0.48899778,X,X
0.48903112,X,X
0.48906446,X,X
0.4890978,X,X
0.48913114,X,X
0.48916448,X,X
0.48919782,X,X
0.48923116,X,X
0.4892645,X,X
0.48929784,X,X
0.48933118,X,X
0.48936452,X,X
0.48939786,X,X
0.4894312,X,X
0.48946454,X,X
0.48949788,X,X
0.48953122,X,X
0.48956456,X,X
0.4895979,X,X
0.48963124,X,X
0.48966458,X,X
0.48969792,X,X
0.48973126,X,X
0.4897646,X,X
0.48979794,X,X
0.48983128,X,X
0.48986462,X,X
0.48989796,X,X
0.4899313,X,X
0.48996464,X,X
0.48999798,X,X
0.49003132,X,X
0.49006466,X,X
0.490098,X,X
0.49013134,X,X
0.49016468,X,X
0.49019802,X,X
0.49023136,X,X
0.4902647,X,X
0.49029804,X,X
0.49033138,X,X
0.49036472,X,X
0.49039806,X,X
0.4904314,X,X
0.49046474,X,X
0.49049808,X,X
0.49053142,X,X
0.49056476,X,X
0.4905981,X,X
0.49063144,X,X
0.49066478,X,X
0.49069812,X,X
0.49073146,X,X
0.4907648,X,X
0.49079814,X,X
0.49083148,X,X
0.49086482,X,X
0.49089816,X,X
0.4909315,X,X
0.49096484,X,X
0.49099818,X,X
0.49103152,X,X
0.49106486,X,X
0.4910982,X,X
0.49113154,X,X
0.49116488,X,X
0.49119822,X,X
0.49123156,X,X
0.4912649,X,X
0.49129824,X,X
0.49133158,X,X
0.49136492,X,X
0.49139826,X,X
0.4914316,X,X
0.49146494,X,X
0.49149828,X,X
0.49153162,X,X
0.49156496,X,X
0.4915983,X,X
0.49163164,X,X
0.49166498,X,X
0.49169832,X,X
0.49173166,X,X
0.491765,X,X
0.49179834,X,X
0.49183168,X,X
0.49186502,X,X
0.49189836,X,X
0.4919317,X,X
0.49196504,X,X
0.49199838,X,X
0.49203172,X,X
0.49206506,X,X
0.4920984,X,X
0.49213174,X,X
0.49216508,X,X
0.49219842,X,X
0.49223176,X,X
0.4922651,X,X
0.49229844,X,X
0.49233178,X,X
0.49236512,X,X
0.49239846,X,X
0.4924318,X,X
0.49246514,X,X
0.49249848,X,X
0.49253182,X,X
0.49256516,X,X
0.4925985,X,X
0.49263184,X,X
0.49266518,X,X
0.49269852,X,X
0.49273186,X,X
0.4927652,X,X
0.49279854,X,X
0.49283188,X,X
0.49286522,X,X
0.49289856,X,X
0.4929319,X,X
0.49296524,X,X
0.49299858,X,X
0.49303192,X,X
0.49306526,X,X
0.4930986,X,X
0.49313194,X,X
0.49316528,X,X
0.49319862,X,X
0.49323196,X,X
0.4932653,X,X
0.49329864,X,X
0.49333198,X,X
0.49336532,X,X
0.49339866,X,X
0.493432,X,X
0.49346534,X,X
0.49349868,X,X
0.49353202,X,X
0.49356536,X,X
0.4935987,X,X
0.49363204,X,X
0.49366538,X,X
0.49369872,X,X
0.49373206,X,X
0.4937654,X,X
0.49379874,X,X
0.49383208,X,X
0.49386542,X,X
0.49389876,X,X
0.4939321,X,X
0.49396544,X,X
0.49399878,X,X
0.49403212,X,X
0.49406546,X,X
0.4940988,X,X
0.49413214,X,X
0.49416548,X,X
0.49419882,X,X
0.49423216,X,X
0.4942655,X,X
0.49429884,X,X
0.49433218,X,X
0.49436552,X,X
0.49439886,X,X
0.4944322,X,X
0.49446554,X,X
0.49449888,X,X
0.49453222,X,X
0.49456556,X,X
0.4945989,X,X
0.49463224,X,X
0.49466558,X,X
0.49469892,X,X
0.49473226,X,X
0.4947656,X,X
0.49479894,X,X
0.49483228,X,X
0.49486562,X,X
0.49489896,X,X
0.4949323,X,X
0.49496564,X,X
0.49499898,X,X
0.49503232,X,X
0.49506566,X,X
0.495099,X,X
0.49513234,X,X
0.49516568,X,X
0.49519902,X,X
0.49523236,X,X
0.4952657,X,X
0.49529904,X,X
0.49533238,X,X
0.49536572,X,X
0.49539906,X,X
0.4954324,X,X
0.49546574,X,X
0.49549908,X,X
0.49553242,X,X
0.49556576,X,X
0.4955991,X,X
0.49563244,X,X
0.49566578,X,X
0.49569912,X,X
0.49573246,X,X
0.4957658,X,X
0.49579914,X,X
0.49583248,X,X
0.49586582,X,X
0.49589916,X,X
0.4959325,X,X
0.49596584,X,X
0.49599918,X,X
0.49603252,X,X
0.49606586,X,X
0.4960992,X,X
0.49613254,X,X
0.49616588,X,X
0.49619922,X,X
0.49623256,X,X
0.4962659,X,X
0.49629924,X,X
0.49633258,X,X
0.49636592,X,X
0.49639926,X,X
0.4964326,X,X
0.49646594,X,X
0.49649928,X,X
0.49653262,X,X
0.49656596,X,X
0.4965993,X,X
0.49663264,X,X
0.49666598,X,X
0.49669932,X,X
0.49673266,X,X
0.496766,X,X
0.49679934,X,X
0.49683268,X,X
0.49686602,X,X
0.49689936,X,X
0.4969327,X,X
0.49696604,X,X
0.49699938,X,X
0.49703272,X,X
0.49706606,X,X
0.4970994,X,X
0.49713274,X,X
0.49716608,X,X
0.49719942,X,X
0.49723276,X,X
0.4972661,X,X
0.49729944,X,X
0.49733278,X,X
0.49736612,X,X
0.49739946,X,X
0.4974328,X,X
0.49746614,X,X
0.49749948,X,X
0.49753282,X,X
0.49756616,X,X
0.4975995,X,X
0.49763284,X,X
0.49766618,X,X
0.49769952,X,X
0.49773286,X,X
0.4977662,X,X
0.49779954,X,X
0.49783288,X,X
0.49786622,X,X
0.49789956,X,X
0.4979329,X,X
0.49796624,X,X
0.49799958,X,X
0.49803292,X,X
0.49806626,X,X
0.4980996,X,X
0.49813294,X,X
0.49816628,X,X
0.49819962,X,X
0.49823296,X,X
0.4982663,X,X
0.49829964,X,X
0.49833298,X,X
0.49836632,X,X
0.49839966,X,X
0.498433,X,X
0.49846634,X,X
0.49849968,X,X
0.49853302,X,X
0.49856636,X,X
0.4985997,X,X
0.49863304,X,X
0.49866638,X,X
0.49869972,X,X
0.49873306,X,X
0.4987664,X,X
0.49879974,X,X
0.49883308,X,X
0.49886642,X,X
0.49889976,X,X
0.4989331,X,X
0.49896644,X,X
0.49899978,X,X
0.49903312,X,X
0.49906646,X,X
0.4990998,X,X
0.49913314,X,X
0.49916648,X,X
0.49919982,X,X
0.49923316,X,X
0.4992665,X,X
0.49929984,X,X
0.49933318,X,X
0.49936652,X,X
0.49939986,X,X
0.4994332,X,X
0.49946654,X,X
0.49949988,X,X
0.49953322,X,X
0.49956656,X,X
0.4995999,X,X
0.49963324,X,X
0.49966658,X,X
0.49969992,X,X
0.49973326,X,X
0.4997666,X,X
0.49979994,X,X
0.49983328,X,X
0.49986662,X,X
0.49989996,X,X
0.4999333,X,X
0.49996664,X,X
0.49999998,X,X
0.50003332,X,X
0.50006666,X,X
0.5001,X,X
0.50013334,X,X
0.50016668,X,X
0.50020002,X,X
0.50023336,X,X
0.5002667,X,X
0.5003000399999999,X,X
0.5003333799999999,X,X
0.50036672,X,X
0.50040006,X,X
0.5004334,X,X
0.50046674,X,X
0.50050008,X,X
0.50053342,X,X
0.50056676,X,X
0.5006001,X,X
0.50063344,X,X
0.50066678,X,X
0.50070012,X,X
0.50073346,X,X
0.5007668,X,X
0.5008001399999999,X,X
0.5008334799999999,X,X
0.5008668199999999,X,X
0.50090016,X,X
0.5009335,X,X
0.50096684,X,X
0.50100018,X,X
0.50103352,X,X
0.50106686,X,X
0.5011002,X,X
0.50113354,X,X
0.50116688,X,X
0.50120022,X,X
0.50123356,X,X
0.5012669,X,X
0.50130024,X,X
0.5013335799999999,X,X
0.5013669199999999,X,X
0.50140026,X,X
0.5014336,X,X
0.50146694,X,X
0.50150028,X,X
0.50153362,X,X
0.50156696,X,X
0.5016003,X,X
0.50163364,X,X
0.50166698,X,X
0.50170032,X,X
0.50173366,X,X
0.501767,X,X
0.50180034,X,X
0.5018336799999999,X,X
0.5018670199999999,X,X
0.5019003599999999,X,X
0.5019337,X,X
0.50196704,X,X
0.50200038,X,X
0.50203372,X,X
0.50206706,X,X
0.5021004,X,X
0.50213374,X,X
0.50216708,X,X
0.50220042,X,X
0.50223376,X,X
0.5022671,X,X
0.50230044,X,X
0.50233378,X,X
0.5023671199999999,X,X
0.5024004599999999,X,X
0.5024338,X,X
0.50246714,X,X
0.50250048,X,X
0.50253382,X,X
0.50256716,X,X
0.5026005,X,X
0.50263384,X,X
0.50266718,X,X
0.50270052,X,X
0.50273386,X,X
0.5027672,X,X
0.50280054,X,X
0.50283388,X,X
0.5028672199999999,X,X
0.5029005599999999,X,X
0.5029339,X,X
0.50296724,X,X
0.50300058,X,X
0.50303392,X,X
0.50306726,X,X
0.5031006,X,X
0.50313394,X,X
0.50316728,X,X
0.50320062,X,X
0.50323396,X,X
0.5032673,X,X
0.50330064,X,X
0.50333398,X,X
0.50336732,X,X
0.5034006599999999,X,X
0.5034339999999999,X,X
0.50346734,X,X
0.50350068,X,X
0.50353402,X,X
0.50356736,X,X
0.5036007,X,X
0.50363404,X,X
0.50366738,X,X
0.50370072,X,X
0.50373406,X,X
0.5037674,X,X
0.50380074,X,X
0.50383408,X,X
0.50386742,X,X
0.5039007599999999,X,X
0.5039340999999999,X,X
0.50396744,X,X
0.50400078,X,X
0.50403412,X,X
0.50406746,X,X
0.5041008,X,X
0.50413414,X,X
0.50416748,X,X
0.50420082,X,X
0.50423416,X,X
0.5042675,X,X
0.50430084,X,X
0.50433418,X,X
0.50436752,X,X
0.50440086,X,X
0.5044341999999999,X,X
0.5044675399999999,X,X
0.50450088,X,X
0.50453422,X,X
0.50456756,X,X
0.5046009,X,X
0.50463424,X,X
0.50466758,X,X
0.50470092,X,X
0.50473426,X,X
0.5047676,X,X
0.50480094,X,X
0.50483428,X,X
0.50486762,X,X
0.50490096,X,X
0.5049342999999999,X,X
0.5049676399999999,X,X
0.50500098,X,X
0.50503432,X,X
0.50506766,X,X
0.505101,X,X
0.50513434,X,X
0.50516768,X,X
0.50520102,X,X
0.50523436,X,X
0.5052677,X,X
0.50530104,X,X
0.50533438,X,X
0.50536772,X,X
0.50540106,X,X
0.5054344,X,X
0.5054677399999999,X,X
0.5055010799999999,X,X
0.50553442,X,X
0.50556776,X,X
0.5056011,X,X
0.50563444,X,X
0.50566778,X,X
0.50570112,X,X
0.50573446,X,X
0.5057678,X,X
0.50580114,X,X
0.50583448,X,X
0.50586782,X,X
0.50590116,X,X
0.5059345,X,X
0.5059678399999999,X,X
0.5060011799999999,X,X
0.50603452,X,X
0.50606786,X,X
0.5061012,X,X
0.50613454,X,X
0.50616788,X,X
0.50620122,X,X
0.50623456,X,X
0.5062679,X,X
0.50630124,X,X
0.50633458,X,X
0.50636792,X,X
0.50640126,X,X
0.5064346,X,X
0.5064679399999999,X,X
0.5065012799999999,X,X
0.5065346199999999,X,X
0.50656796,X,X
0.5066013,X,X
0.50663464,X,X
0.50666798,X,X
0.50670132,X,X
0.50673466,X,X
0.506768,X,X
0.50680134,X,X
0.50683468,X,X
0.50686802,X,X
0.50690136,X,X
0.5069347,X,X
0.50696804,X,X
0.5070013799999999,X,X
0.5070347199999999,X,X
0.50706806,X,X
0.5071014,X,X
0.50713474,X,X
0.50716808,X,X
0.50720142,X,X
0.50723476,X,X
0.5072681,X,X
0.50730144,X,X
0.50733478,X,X
0.50736812,X,X
0.50740146,X,X
0.5074348,X,X
0.50746814,X,X
0.5075014799999999,X,X
0.5075348199999999,X,X
0.5075681599999999,X,X
0.5076015,X,X
0.50763484,X,X
0.50766818,X,X
0.50770152,X,X
0.50773486,X,X
0.5077682,X,X
0.50780154,X,X
0.50783488,X,X
0.50786822,X,X
0.50790156,X,X
0.5079349,X,X
0.50796824,X,X
0.50800158,X,X
0.5080349199999999,X,X
0.5080682599999999,X,X
0.5081016,X,X
0.50813494,X,X
0.50816828,X,X
0.50820162,X,X
0.50823496,X,X
0.5082683,X,X
0.50830164,X,X
0.50833498,X,X
0.50836832,X,X
0.50840166,X,X
0.508435,X,X
0.50846834,X,X
0.50850168,X,X
0.5085350199999999,X,X
0.5085683599999999,X,X
0.5086016999999999,X,X
0.50863504,X,X
0.50866838,X,X
0.50870172,X,X
0.50873506,X,X
0.5087684,X,X
0.50880174,X,X
0.50883508,X,X
0.50886842,X,X
0.50890176,X,X
0.5089351,X,X
0.50896844,X,X
0.50900178,X,X
0.50903512,X,X
0.5090684599999999,X,X
0.5091017999999999,X,X
0.50913514,X,X
0.50916848,X,X
0.50920182,X,X
0.50923516,X,X
0.5092685,X,X
0.50930184,X,X
0.50933518,X,X
0.50936852,X,X
0.50940186,X,X
0.5094352,X,X
0.50946854,X,X
0.50950188,X,X
0.50953522,X,X
0.5095685599999999,X,X
0.5096018999999999,X,X
0.5096352399999999,X,X
0.50966858,X,X
0.50970192,X,X
0.50973526,X,X
0.5097686,X,X
0.50980194,X,X
0.50983528,X,X
0.50986862,X,X
0.50990196,X,X
0.5099353,X,X
0.50996864,X,X
0.51000198,X,X
0.51003532,X,X
0.51006866,X,X
0.5101019999999999,X,X
0.5101353399999999,X,X
0.51016868,X,X
0.51020202,X,X
0.51023536,X,X
0.5102687,X,X
0.51030204,X,X
0.51033538,X,X
0.51036872,X,X
0.51040206,X,X
0.5104354,X,X
0.51046874,X,X
0.51050208,X,X
0.51053542,X,X
0.51056876,X,X
0.5106020999999999,X,X
0.5106354399999999,X,X
0.51066878,X,X
0.51070212,X,X
0.51073546,X,X
0.5107688,X,X
0.51080214,X,X
0.51083548,X,X
0.51086882,X,X
0.51090216,X,X
0.5109355,X,X
0.51096884,X,X
0.51100218,X,X
0.51103552,X,X
0.51106886,X,X
0.5111022,X,X
0.5111355399999999,X,X
0.5111688799999999,X,X
0.51120222,X,X
0.51123556,X,X
0.5112689,X,X
0.51130224,X,X
0.51133558,X,X
0.51136892,X,X
0.51140226,X,X
0.5114356,X,X
0.51146894,X,X
0.51150228,X,X
0.51153562,X,X
0.51156896,X,X
0.5116023,X,X
0.5116356399999999,X,X
0.5116689799999999,X,X
0.51170232,X,X
0.51173566,X,X
0.511769,X,X
0.51180234,X,X
0.51183568,X,X
0.51186902,X,X
0.51190236,X,X
0.5119357,X,X
0.51196904,X,X
0.51200238,X,X
0.51203572,X,X
0.51206906,X,X
0.5121024,X,X
0.51213574,X,X
0.5121690799999999,X,X
0.5122024199999999,X,X
0.51223576,X,X
0.5122691,X,X
0.51230244,X,X
0.51233578,X,X
0.51236912,X,X
0.51240246,X,X
0.5124358,X,X
0.51246914,X,X
0.51250248,X,X
0.51253582,X,X
0.51256916,X,X
0.5126025,X,X
0.51263584,X,X
0.5126691799999999,X,X
0.5127025199999999,X,X
0.51273586,X,X
0.5127692,X,X
0.51280254,X,X
0.51283588,X,X
0.51286922,X,X
0.51290256,X,X
0.5129359,X,X
0.51296924,X,X
0.51300258,X,X
0.51303592,X,X
0.51306926,X,X
0.5131026,X,X
0.51313594,X,X
0.5131692799999999,X,X
0.5132026199999999,X,X
0.5132359599999999,X,X
0.5132693,X,X
0.51330264,X,X
0.51333598,X,X
0.51336932,X,X
0.51340266,X,X
0.513436,X,X
0.51346934,X,X
0.51350268,X,X
0.51353602,X,X
0.51356936,X,X
0.5136027,X,X
0.51363604,X,X
0.51366938,X,X
0.5137027199999999,X,X
0.5137360599999999,X,X
0.5137694,X,X
0.51380274,X,X
0.51383608,X,X
0.51386942,X,X
0.51390276,X,X
0.5139361,X,X
0.51396944,X,X
0.51400278,X,X
0.51403612,X,X
0.51406946,X,X
0.5141028,X,X
0.51413614,X,X
0.51416948,X,X
0.5142028199999999,X,X
0.5142361599999999,X,X
0.5142694999999999,X,X
0.51430284,X,X
0.51433618,X,X
0.51436952,X,X
0.51440286,X,X
0.5144362,X,X
0.51446954,X,X
0.51450288,X,X
0.51453622,X,X
0.51456956,X,X
0.5146029,X,X
0.51463624,X,X
0.51466958,X,X
0.51470292,X,X
0.5147362599999999,X,X
0.5147695999999999,X,X
0.51480294,X,X
0.51483628,X,X
0.51486962,X,X
0.51490296,X,X
0.5149363,X,X
0.51496964,X,X
0.51500298,X,X
0.51503632,X,X
0.51506966,X,X
0.515103,X,X
0.51513634,X,X
0.51516968,X,X
0.51520302,X,X
0.5152363599999999,X,X
0.5152696999999999,X,X
0.5153030399999999,X,X
0.51533638,X,X
0.51536972,X,X
0.51540306,X,X
0.5154364,X,X
0.51546974,X,X
0.51550308,X,X
0.51553642,X,X
0.51556976,X,X
0.5156031,X,X
0.51563644,X,X
0.51566978,X,X
0.51570312,X,X
0.51573646,X,X
0.5157697999999999,X,X
0.5158031399999999,X,X
0.51583648,X,X
0.51586982,X,X
0.51590316,X,X
0.5159365,X,X
0.51596984,X,X
0.51600318,X,X
0.51603652,X,X
0.51606986,X,X
0.5161032,X,X
0.51613654,X,X
0.51616988,X,X
0.51620322,X,X
0.51623656,X,X
0.5162698999999999,X,X
0.5163032399999999,X,X
0.5163365799999999,X,X
0.51636992,X,X
0.51640326,X,X
0.5164366,X,X
0.51646994,X,X
0.51650328,X,X
0.51653662,X,X
0.51656996,X,X
0.5166033,X,X
0.51663664,X,X
0.51666998,X,X
0.51670332,X,X
0.51673666,X,X
0.51677,X,X
0.5168033399999999,X,X
0.5168366799999999,X,X
0.51687002,X,X
0.51690336,X,X
0.5169367,X,X
0.51697004,X,X
0.51700338,X,X
0.51703672,X,X
0.51707006,X,X
0.5171034,X,X
0.51713674,X,X
0.51717008,X,X
0.51720342,X,X
0.51723676,X,X
0.5172701,X,X
0.5173034399999999,X,X
0.5173367799999999,X,X
0.51737012,X,X
0.51740346,X,X
0.5174368,X,X
0.51747014,X,X
0.51750348,X,X
0.51753682,X,X
0.51757016,X,X
0.5176035,X,X
0.51763684,X,X
0.51767018,X,X
0.51770352,X,X
0.51773686,X,X
0.5177702,X,X
0.51780354,X,X
0.5178368799999999,X,X
0.5178702199999999,X,X
0.51790356,X,X
0.5179369,X,X
0.51797024,X,X
0.51800358,X,X
0.51803692,X,X
0.51807026,X,X
0.5181036,X,X
0.51813694,X,X
0.51817028,X,X
0.51820362,X,X
0.51823696,X,X
0.5182703,X,X
0.51830364,X,X
0.5183369799999999,X,X
0.5183703199999999,X,X
0.51840366,X,X
0.518437,X,X
0.51847034,X,X
0.51850368,X,X
0.51853702,X,X
0.51857036,X,X
0.5186037,X,X
0.51863704,X,X
0.51867038,X,X
0.51870372,X,X
0.51873706,X,X
0.5187704,X,X
0.51880374,X,X
0.51883708,X,X
0.5188704199999999,X,X
0.5189037599999999,X,X
0.5189371,X,X
0.51897044,X,X
0.51900378,X,X
0.51903712,X,X
0.51907046,X,X
0.5191038,X,X
0.51913714,X,X
0.51917048,X,X
0.51920382,X,X
0.51923716,X,X
0.5192705,X,X
0.51930384,X,X
0.51933718,X,X
0.5193705199999999,X,X
0.5194038599999999,X,X
0.5194372,X,X
0.51947054,X,X
0.51950388,X,X
0.51953722,X,X
0.51957056,X,X
0.5196039,X,X
0.51963724,X,X
0.51967058,X,X
0.51970392,X,X
0.51973726,X,X
0.5197706,X,X
0.51980394,X,X
0.51983728,X,X
0.5198706199999999,X,X
0.5199039599999999,X,X
0.5199372999999999,X,X
0.51997064,X,X
0.52000398,X,X
0.52003732,X,X
0.52007066,X,X
0.520104,X,X
0.52013734,X,X
0.52017068,X,X
0.52020402,X,X
0.52023736,X,X
0.5202707,X,X
0.52030404,X,X
0.52033738,X,X
0.52037072,X,X
0.5204040599999999,X,X
0.5204373999999999,X,X
0.52047074,X,X
0.52050408,X,X
0.52053742,X,X
0.52057076,X,X
0.5206041,X,X
0.52063744,X,X
0.52067078,X,X
0.52070412,X,X
0.52073746,X,X
0.5207708,X,X
0.52080414,X,X
0.52083748,X,X
0.52087082,X,X
0.5209041599999999,X,X
0.5209374999999999,X,X
0.5209708399999999,X,X
0.52100418,X,X
0.52103752,X,X
0.52107086,X,X
0.5211042,X,X
0.52113754,X,X
0.52117088,X,X
0.52120422,X,X
0.52123756,X,X
0.5212709,X,X
0.52130424,X,X
0.52133758,X,X
0.52137092,X,X
0.52140426,X,X
0.5214375999999999,X,X
0.5214709399999999,X,X
0.52150428,X,X
0.52153762,X,X
0.52157096,X,X
0.5216043,X,X
0.52163764,X,X
0.52167098,X,X
0.52170432,X,X
0.52173766,X,X
0.521771,X,X
0.52180434,X,X
0.52183768,X,X
0.52187102,X,X
0.52190436,X,X
0.5219376999999999,X,X
0.5219710399999999,X,X
0.5220043799999999,X,X
0.52203772,X,X
0.52207106,X,X
0.5221044,X,X
0.52213774,X,X
0.52217108,X,X
0.52220442,X,X
0.52223776,X,X
0.5222711,X,X
0.52230444,X,X
0.52233778,X,X
0.52237112,X,X
0.52240446,X,X
0.5224378,X,X
0.5224711399999999,X,X
0.5225044799999999,X,X
0.52253782,X,X
0.52257116,X,X
0.5226045,X,X
0.52263784,X,X
0.52267118,X,X
0.52270452,X,X
0.52273786,X,X
0.5227712,X,X
0.52280454,X,X
0.52283788,X,X
0.52287122,X,X
0.52290456,X,X
0.5229379,X,X
0.5229712399999999,X,X
0.5230045799999999,X,X
0.5230379199999999,X,X
0.52307126,X,X
0.5231046,X,X
0.52313794,X,X
0.52317128,X,X
0.52320462,X,X
0.52323796,X,X
0.5232713,X,X
0.52330464,X,X
0.52333798,X,X
0.52337132,X,X
0.52340466,X,X
0.523438,X,X
0.52347134,X,X
0.5235046799999999,X,X
0.5235380199999999,X,X
0.52357136,X,X
0.5236047,X,X
0.52363804,X,X
0.52367138,X,X
0.52370472,X,X
0.52373806,X,X
0.5237714,X,X
0.52380474,X,X
0.52383808,X,X
0.52387142,X,X
0.52390476,X,X
0.5239381,X,X
0.52397144,X,X
0.5240047799999999,X,X
0.5240381199999999,X,X
0.52407146,X,X
0.5241048,X,X
0.52413814,X,X
0.52417148,X,X
0.52420482,X,X
0.52423816,X,X
0.5242715,X,X
0.52430484,X,X
0.52433818,X,X
0.52437152,X,X
0.52440486,X,X
0.5244382,X,X
0.52447154,X,X
0.52450488,X,X
0.5245382199999999,X,X
0.5245715599999999,X,X
0.5246049,X,X
0.52463824,X,X
0.52467158,X,X
0.52470492,X,X
0.52473826,X,X
0.5247716,X,X
0.52480494,X,X
0.52483828,X,X
0.52487162,X,X
0.52490496,X,X
0.5249383,X,X
0.52497164,X,X
0.52500498,X,X
0.5250383199999999,X,X
0.5250716599999999,X,X
0.525105,X,X
0.52513834,X,X
0.52517168,X,X
0.52520502,X,X
0.52523836,X,X
0.5252717,X,X
0.52530504,X,X
0.52533838,X,X
0.52537172,X,X
0.52540506,X,X
0.5254384,X,X
0.52547174,X,X
0.52550508,X,X
0.52553842,X,X
0.5255717599999999,X,X
0.5256050999999999,X,X
0.52563844,X,X
0.52567178,X,X
0.52570512,X,X
0.52573846,X,X
0.5257718,X,X
0.52580514,X,X
0.52583848,X,X
0.52587182,X,X
0.52590516,X,X
0.5259385,X,X
0.52597184,X,X
0.52600518,X,X
0.52603852,X,X
0.5260718599999999,X,X
0.5261051999999999,X,X
0.52613854,X,X
0.52617188,X,X
0.52620522,X,X
0.52623856,X,X
0.5262719,X,X
0.52630524,X,X
0.52633858,X,X
0.52637192,X,X
0.52640526,X,X
0.5264386,X,X
0.52647194,X,X
0.52650528,X,X
0.52653862,X,X
0.52657196,X,X
0.5266052999999999,X,X
0.5266386399999999,X,X
0.52667198,X,X
0.52670532,X,X
0.52673866,X,X
0.526772,X,X
0.52680534,X,X
0.52683868,X,X
0.52687202,X,X
0.52690536,X,X
0.5269387,X,X
0.52697204,X,X
0.52700538,X,X
0.52703872,X,X
0.52707206,X,X
0.5271053999999999,X,X
0.5271387399999999,X,X
0.52717208,X,X
0.52720542,X,X
0.52723876,X,X
0.5272721,X,X
0.52730544,X,X
0.52733878,X,X
0.52737212,X,X
0.52740546,X,X
0.5274388,X,X
0.52747214,X,X
0.52750548,X,X
0.52753882,X,X
0.52757216,X,X
0.5276054999999999,X,X
0.5276388399999999,X,X
0.5276721799999999,X,X
0.52770552,X,X
0.52773886,X,X
0.5277722,X,X
0.52780554,X,X
0.52783888,X,X
0.52787222,X,X
0.52790556,X,X
0.5279389,X,X
0.52797224,X,X
0.52800558,X,X
0.52803892,X,X
0.52807226,X,X
0.5281056,X,X
0.5281389399999999,X,X
0.5281722799999999,X,X
0.52820562,X,X
0.52823896,X,X
0.5282723,X,X
0.52830564,X,X
0.52833898,X,X
0.52837232,X,X
0.52840566,X,X
0.528439,X,X
0.52847234,X,X
0.52850568,X,X
0.52853902,X,X
0.52857236,X,X
0.5286057,X,X
0.5286390399999999,X,X
0.5286723799999999,X,X
0.5287057199999999,X,X
0.52873906,X,X
0.5287724,X,X
0.52880574,X,X
0.52883908,X,X
0.52887242,X,X
0.52890576,X,X
0.5289391,X,X
0.52897244,X,X
0.52900578,X,X
0.52903912,X,X
0.52907246,X,X
0.5291058,X,X
0.52913914,X,X
0.5291724799999999,X,X
0.5292058199999999,X,X
0.52923916,X,X
0.5292725,X,X
0.52930584,X,X
0.52933918,X,X
0.52937252,X,X
0.52940586,X,X
0.5294392,X,X
0.52947254,X,X
0.52950588,X,X
0.52953922,X,X
0.52957256,X,X
0.5296059,X,X
0.52963924,X,X
0.5296725799999999,X,X
0.5297059199999999,X,X
0.5297392599999999,X,X
0.5297726,X,X
0.52980594,X,X
0.52983928,X,X
0.52987262,X,X
0.52990596,X,X
0.5299393,X,X
0.52997264,X,X
0.53000598,X,X
0.53003932,X,X
0.53007266,X,X
0.530106,X,X
0.53013934,X,X
0.53017268,X,X
0.5302060199999999,X,X
0.5302393599999999,X,X
0.5302727,X,X
0.53030604,X,X
0.53033938,X,X
0.53037272,X,X
0.53040606,X,X
0.5304394,X,X
0.53047274,X,X
0.53050608,X,X
0.53053942,X,X
0.53057276,X,X
0.5306061,X,X
0.53063944,X,X
0.53067278,X,X
0.5307061199999999,X,X
0.5307394599999999,X,X
0.5307727999999999,X,X
0.53080614,X,X
0.53083948,X,X
0.53087282,X,X
0.53090616,X,X
0.5309395,X,X
0.53097284,X,X
0.53100618,X,X
0.53103952,X,X
0.53107286,X,X
0.5311062,X,X
0.53113954,X,X
0.53117288,X,X
0.53120622,X,X
0.5312395599999999,X,X
0.5312728999999999,X,X
0.53130624,X,X
0.53133958,X,X
0.53137292,X,X
0.53140626,X,X
0.5314396,X,X
0.53147294,X,X
0.53150628,X,X
0.53153962,X,X
0.53157296,X,X
0.5316063,X,X
0.53163964,X,X
0.53167298,X,X
0.53170632,X,X
0.5317396599999999,X,X
0.5317729999999999,X,X
0.53180634,X,X
0.53183968,X,X
0.53187302,X,X
0.53190636,X,X
0.5319397,X,X
0.53197304,X,X
0.53200638,X,X
0.53203972,X,X
0.53207306,X,X
0.5321064,X,X
0.53213974,X,X
0.53217308,X,X
0.53220642,X,X
0.53223976,X,X
0.5322730999999999,X,X
0.5323064399999999,X,X
0.53233978,X,X
0.53237312,X,X
0.53240646,X,X
0.5324398,X,X
0.53247314,X,X
0.53250648,X,X
0.53253982,X,X
0.53257316,X,X
0.5326065,X,X
0.53263984,X,X
0.53267318,X,X
0.53270652,X,X
0.53273986,X,X
0.5327731999999999,X,X
0.5328065399999999,X,X
0.53283988,X,X
0.53287322,X,X
0.53290656,X,X
0.5329399,X,X
0.53297324,X,X
0.53300658,X,X
0.53303992,X,X
0.53307326,X,X
0.5331066,X,X
0.53313994,X,X
0.53317328,X,X
0.53320662,X,X
0.53323996,X,X
0.5332733,X,X
